Genus	year	Date submitted	Case_Reference	Case_number	Collection_(clean)	Plate	Remarks	Patient / Shed Number	Species type	Specimen	Info/Nota	Amp 25-d	Amc 30-d	CL 100-d	Eft 30-d	Enr 5-d	Te 30-d	SF 300-d	W 5-d	Cn10-d	Ery 5-d	Tic 75-d	Ak 30-d
Escherichia	2011	9/3/11	CM2011-0128 E coli Box 6 Tube 9	CM2011-0128	E. coli Box 06 Tube 9	E188	Non Lactose Fermenter	270519	Equine	skin and subcutis	Incisional discharge	S	.	.	S	S	S	S	S	S	.	S	.
Escherichia	2011	11/3/11	CM2011-0133 E coli Box 6 Tube 10	CM2011-0133	E. coli Box 06 Tube 10	E189	Typical	270701	Feline	urinary	Cystocentesis	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	14/3/11	CM2011-0138 E coli Box 6 Tube 11	CM2011-0138	E. coli Box 06 Tube 11	E190	Typical	270716	Ovine	digestive	Digestive tract of 2 goats	.	.	.	.	.	.	.	.	.	.	.	.
Escherichia	2011	15/3/11	CM2011-0148 E coli Box 6 Tube 12	CM2011-0148	E. coli Box 06 Tube 12	E191	Typical	270496	Equine	skin and subcutis	Scrotum swabs.	R	.	.	S	S	R	R	R	R	.	.	.
Escherichia	2011	21/3/11	CM2011-0164 E coli Box 6 Tube 13	CM2011-0164	E. coli Box 06 Tube 13	E192	Typical	270909	Feline	digestive	Faecal swab and faeces	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	22/3/11	CM2011-0165 E coli Box 6 Tube 14	CM2011-0165	E. coli Box 06 Tube 14	E193	Typical	261071	Feline	urinary	Cystocentesis	R	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	28/3/11	CM2011-0176 E coli Box 6 Tube 15	CM2011-0176	E. coli Box 06 Tube 15	E194	Non Lactose Fermenter	241503	Equine	musculo-skeletal	Fibrin from tendon sheath - abscess	R	.	.	S	S	S	S	S	S	.	S	.
Escherichia	2011	28/3/11	CM2011-0177 E coli Box 6 Tube 16	CM2011-0177	E. coli Box 06 Tube 16	E195	Typical	270999	Equine	skin and subcutis	Swab from incision - discharge	S	.	.	S	S	S	S	S	S	.	S	.
Escherichia	2011	29/3/11	CM2011-0182 E coli Box 6 Tube 19	CM2011-0182	E. coli Box 06 Tube 19	E196	Typical	270326	Feline	urinary	Cystocentesis	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	28/3/11	CM2011-0178 E coli Box 6 Tube 20	CM2011-0178	E. coli Box 06 Tube 20	E197	Typical	NA	Bovine	Other	"Bovine3 vaccine expt, Mar 11"	R	.	.	R	S	R	R	R	S	.	.	.
Escherichia	2011	6/4/11	CM2011-0197 E coli Box 6 Tube 21	CM2011-0197	E. coli Box 06 Tube 21	E198	Typical	270830	Canine	nervous	Brain swab	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	6/4/11	CM2011-0199 E coli Box 6 Tube 22	CM2011-0199	E. coli Box 06 Tube 22	E199	Typical	206506	Canine	urinary	Cystocentesis	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	6/4/11	CM2011-0202 E coli Box 6 Tube 23	CM2011-0202	E. coli Box 06 Tube 23	E200	Typical	271136	Feline	systemic or large cavities	peritoneal fluid	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	7/4/11	CM2011-0207 E coli Box 6 Tube 24	CM2011-0207	E. coli Box 06 Tube 24	E201	Non Lactose Fermenter	87614	Canine	systemic or large cavities	"Urine, splenic mass, lymph node, anguinal LN"	R	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2011	11/4/11	CM2011-0211 E coli Box 6 Tube 25	CM2011-0211	E. coli Box 06 Tube 25	E202	Typical	235800	Canine	systemic or large cavities	Swab of abdominal fluid	R	R	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	11/4/11	CM2011-0212 E coli Box 6 Tube 26	CM2011-0212	E. coli Box 06 Tube 26	E203	Typical	240296	Feline	urinary	Free catch urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	11/4/11	CM2011-0213 E coli Box 6 Tube 27	CM2011-0213	E. coli Box 06 Tube 27	E204	Typical	206514	Canine	urinary	"Urine catheter tip and swab

Peritoneal fluid sediment"	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2011	13/4/11	CM2011-0217 E coli Box 6 Tube 28	CM2011-0217	E. coli Box 06 Tube 28	E205	Typical	206514	Canine	urinary	Dissected Bladder	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2011	27/4/11	CM2011-0235 E coli Box 6 Tube 31	CM2011-0235	E. coli Box 06 Tube 31	E206	Typical	271808	Canine	urinary	cystocenthesis and urethral cathether urine	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2011	5/5/11	CM2011-0252 E coli Box 6 Tube 34	CM2011-0252	E. coli Box 06 Tube 34	E207	Typical	271986	Canine	respiratory	"BAL, spun."	R	S	S	.	S	R	R	R	.	.	.	.
Escherichia	2011	12/5/11	CM2011-0261 E coli Box 6 Tube 35	CM2011-0261	E. coli Box 06 Tube 35	E208	Typical	271241	Canine	skin and subcutis	Swab from necrotic area post craniotomy	R	R	R	.	S	S	R	S	.	.	.	.
Escherichia	2011	16/5/11	CM2011-0272 E coli Box 6 Tube 36	CM2011-0272	E. coli Box 06 Tube 36	E209	Typical	272194	Canine	urinary	Cystocentesis	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	17/5/11	CM2011-0276 E coli Box 6 Tube 37	CM2011-0276	E. coli Box 06 Tube 37	E210	Typical	272154	Canine	skin and subcutis	Tissue from ventral thorax	R	R	R	.	S	R	R	S	.	.	R	S
Escherichia	2011	19/5/11	CM2011-0282 E coli Box 6 Tube 38	CM2011-0282	E. coli Box 06 Tube 38	E211	Typical	215498	Canine	systemic or large cavities	abdominal fluid	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	20/5/11	CM2011-0288 E coli Box 6 Tube 39	CM2011-0288	E. coli Box 06 Tube 39	E212	Typical	272154	Canine	cardiovascular	2 x Blood culture bottles at different times	R	R	R	.	S	R	R	S	.	.	.	.
Escherichia	2011	26/5/11	CM2011-0298 E coli Box 6 Tube 40	CM2011-0298	E. coli Box 06 Tube 40	E213	Typical	272358	Feline	ear	Aspirates from L and R middle ear	R	S	S	.	S	R	R	R	.	.	.	.
Escherichia	2011	16/6/11	CM2011-0334 E coli Box 6 Tube 49	CM2011-0334	E. coli Box 06 Tube 49	E214	Typical	69805	Canine	ear	Swabs from L + R ear	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	17/6/11	CM2011-0337 E coli Box 6 Tube 50	CM2011-0337	E. coli Box 06 Tube 50	E215	Typical	272827	Canine	respiratory	Tracheal/bronhcial lavage - sediment	R	R	S	.	S	R	R	S	.	.	.	.
Escherichia	2011	28/6/11	CM2011-0363 E coli Box 6 Tube 53	CM2011-0363	E. coli Box 06 Tube 53	E216	Typical	W595-11	Ovine	systemic or large cavities	"Intestine and contents, and lung."	S	.	.	S	S	S	S	S	S	.	S	.
Escherichia	2011	8/7/11	CM2011-0396 E coli Box 6 Tube 56	CM2011-0396	E. coli Box 06 Tube 56	E217	Typical	NA	Canine	musculo-skeletal	Exudate from sinus of F/R paw.	R	R	R	.	S	S	S	S	.	.	.	.
Escherichia	2011	11/7/11	CM2011-0398 E coli Box 6 Tube 57	CM2011-0398	E. coli Box 06 Tube 57	E218	Typical	273269	Feline	urinary	Cystocentesis	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	11/7/11	CM2011-0400 E coli Box 6 Tube 58	CM2011-0400	E. coli Box 06 Tube 58	E219	Typical	263964	Canine	digestive	Faecal.	R	R	S	.	S	S	R	S	.	.	.	.
Escherichia	2011	11/7/11	CM2011-0401 E coli Box 6 Tube 59	CM2011-0401	E. coli Box 06 Tube 59	E220	Typical	273293	Equine	skin and subcutis	Swab from discharging incision	S	.	.	S	S	S	R	R	S	.	S	.
Escherichia	2011	12/7/11	CM2011-0404 E coli Box 6 Tube 60	CM2011-0404	E. coli Box 06 Tube 60	E221	Typical	240296	Feline	urinary	Catherter urine.	S	S	S	.	.	S	S	S	.	.	.	.
Escherichia	2011	15/7/11	CM2011-0413 E coli Box 6 Tube 62	CM2011-0413	E. coli Box 06 Tube 62	E222	Typical	273409	Canine	urinary	Prostatic wash.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	4/1/11	CM2011-0001 E coli Box 6 Tube 64	CM2011-0001	E. coli Box 06 Tube 64	E223	Typical	to come	Canine	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	10/1/11	CM2011-0020 E coli Box 6 Tube 66	CM2011-0020	E. coli Box 06 Tube 66	E224	Typical	125842	Canine	urinary	Free catch urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	18/7/11	CM2011-0416 E coli Box 6 Tube 71	CM2011-0416	E. coli Box 06 Tube 71	E225	Typical	273451	Canine	urinary	Prostatic wash and urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	25/7/11	CM2011-0426 E coli Box 6 Tube 72	CM2011-0426	E. coli Box 06 Tube 72	E226	Typical	273551	Feline	urinary	Cystocentesis	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2011	11/8/11	CM2011-0466 E coli Box 6 Tube 73	CM2011-0466	E. coli Box 06 Tube 73	E227	Typical	205235	Canine	skin and subcutis	Swabs from necrotic seroma	R	R	S	.	S	R	R	R	.	.	.	.
Escherichia	2011	19/8/11	CM2011-0484 E coli Box 6 Tube 75	CM2011-0484	E. coli Box 06 Tube 75	E228	Typical	274187	Caprine	reproductive	Placenta	.	.	.	.	.	.	.	.	.	.	.	.
Escherichia	2011	19/8/11	CM2011-0485 E coli Box 6 Tube 79	CM2011-0485	E. coli Box 06 Tube 79	E229	Typical	130692	Feline	skin and subcutis	Abscess from feeding tube site	R	R	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	23/8/11	CM2011-0492 E coli Box 6 Tube 80	CM2011-0492	E. coli Box 06 Tube 80	E230	Typical	274190	Equine	musculo-skeletal	Joint fluid in BCB	S	.	.	S	S	S	S	S	S	.	S	.
Escherichia	2011	5/9/11	CM2011-0519 E coli Box 6 Tube 81	CM2011-0519	E. coli Box 06 Tube 81	E231	Typical	272359	Feline	digestive	Faecal	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	9/9/11	CM2011-0531 E coli Box 6 Tube 82	CM2011-0531	E. coli Box 06 Tube 82	E232	Typical	269054	Feline	urinary	Free catch urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	13/9/11	CM2011-0542 E coli Box 6 Tube 83	CM2011-0542	E. coli Box 06 Tube 83	E233	Typical	267971	Feline	urinary	Cystocentesis	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	16/9/11	CM2011-0549 E coli Box 6 Tube 84	CM2011-0549	E. coli Box 06 Tube 84	E234	Typical	78458	Canine	digestive	Swab of purulent exudate from anal gland.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	27/9/11	CM2011-0572 E coli Box 6 Tube 85	CM2011-0572	E. coli Box 06 Tube 85	E235	Typical	275127	Feline	urinary	Cystocentesis	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	28/9/11	CM2011-0575 E coli Box 6 Tube 86	CM2011-0575	E. coli Box 06 Tube 86	E236	Typical	275149	Feline	urinary	Cystocentesis.	S	S	S	.	S	.	S	S	.	.	.	.
Escherichia	2011	28/9/11	CM2011-0576 E coli Box 6 Tube 87	CM2011-0576	E. coli Box 06 Tube 87	E237	Typical	274915	Equine	skin and subcutis	Swab from incision post c-section.	R	.	.	S	S	R	R	R	R	.	R	.
Escherichia	2011	3/10/11	CM2011-0585 E coli Box 6 Tube 88	CM2011-0585	E. coli Box 06 Tube 88	E238	Typical	275249	Equine	cardiovascular	Blood culture	R	.	.	S	S	R	S	S	S	.	R	.
Escherichia	2011	10/10/11	CM2011-0603 E coli Box 6 Tube 89	CM2011-0603	E. coli Box 06 Tube 89	E239	Typical	222758	Canine	urinary	Free catch urine.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	13/10/11	CM2011-0614 E coli Box 7 Tube 1	CM2011-0614	E. coli Box 07 Tube 1	E240	Contaminated ?	275406	Feline	urinary	Urine	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2011	14/10/11	CM2011-0621 E coli Box 7 Tube 2	CM2011-0621	E. coli Box 07 Tube 2	E241	Typical	275149	Feline	urinary	Free catch urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	17/10/11	CM2011-0624 E coli Box 7 Tube 3	CM2011-0624	E. coli Box 07 Tube 3	E242	Typical	275568	Equine	cardiovascular	Blood culture	S	.	.	S	S	S	R	R	S	.	S	.
Escherichia	2011	17/10/11	CM2011-0625 E coli Box 7 Tube 4	CM2011-0625	E. coli Box 07 Tube 4	E243	Typical	275577	Canine	systemic or large cavities	Peritoneal fluid - swab.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	24/10/11	CM2011-0641 E coli Box 7 Tube 8	CM2011-0641	E. coli Box 07 Tube 8	E244	Typical	275724	Equine	cardiovascular	Blood culture	S	.	.	S	S	S	S	S	S	.	S	.
Escherichia	2011	24/10/11	CM2011-0650 E coli Box 7 Tube 9	CM2011-0650	E. coli Box 07 Tube 9	E245	Typical	275783	Equine	cardiovascular	Blood culture	R	.	.	S	S	R	R	R	S	.	R	.
Escherichia	2011	25/10/11	CM2011-0651 E coli Box 7 Tube 10	CM2011-0651	E. coli Box 07 Tube 10	E246	Typical	269054	Feline	urinary	Free catch urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	26/10/11	CM2011-0654 E coli Box 7 Tube 11	CM2011-0654	E. coli Box 07 Tube 11	E247	Typical	252477	Feline	urinary	Saline bladder flush.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	26/10/11	CM2011-0656 E coli Box 7 Tube 12	CM2011-0656	E. coli Box 07 Tube 12	E248	Typical	275819	Feline	urinary	Cystocentesis	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	28/10/11	CM2011-0660 E coli Box 7 Tube 13	CM2011-0660	E. coli Box 07 Tube 13	E249	Typical	275709	Canine	skin and subcutis	Trach tube swab	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2011	31/10/11	CM2011-0667 E coli Box 7 Tube 14	CM2011-0667	E. coli Box 07 Tube 14	E250	Typical	275835	Equine	musculo-skeletal	Synovial fluid in BCB	S	.	.	S	S	S	S	S	S	.	S	.
Escherichia	2011	1/11/11	CM2011-0671 E coli Box 7 Tube 15	CM2011-0671	E. coli Box 07 Tube 15	E251	Typical	275971	Canine	skin and subcutis	Swab of L axilla wound	S	S	S	.	S	R	S	S	.	.	.	.
Escherichia	2011	1/11/11	CM2011-0671 E coli Box 7 Tube 16	CM2011-0671	E. coli Box 07 Tube 16	E252	Typical	275971	Canine	skin and subcutis	Swab of L axilla wound	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	2/11/11	CM2011-0674 E coli Box 7 Tube 17	CM2011-0674	E. coli Box 07 Tube 17	E253	Typical	275884	Canine	respiratory	Pleural fluid.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	7/11/11	CM2011-0689 E coli Box 7 Tube 18	CM2011-0689	E. coli Box 07 Tube 18	E254	Typical	275058	Canine	systemic or large cavities	peritoneal fluid	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	14/11/11	CM2011-0716 E coli Box 7 Tube 22	CM2011-0716	E. coli Box 07 Tube 22	E255	Non Lactose Fermenter	275058	Canine	digestive	Septic messenteric abscess - pus and swab (AnO2)	R	R	R	.	R	S	R	S	.	R	R	S
Escherichia	2011	14/11/11	CM2011-0717 E coli Box 7 Tube 23	CM2011-0717	E. coli Box 07 Tube 23	E256	Typical	276295	Canine	digestive	Faeces	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	5/12/11	CM2011-0774 E coli Box 7 Tube 27	CM2011-0774	E. coli Box 07 Tube 27	E257	Typical	276733	Canine	systemic or large cavities	"Peritoneal flid, peritoneal membrane and Bile"	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	5/12/11	CM2011-0776 E coli Box 7 Tube 28	CM2011-0776	E. coli Box 07 Tube 28	E258	Typical	276696	Equine	musculo-skeletal	Bone	S	.	.	S	S	S	R	R	S	.	S	.
Escherichia	2011	7/12/11	CM2011-0784 E coli Box 7 Tube 29	CM2011-0784	E. coli Box 07 Tube 29	E259	Typical	276709	Feline	urinary	Cystocentesis	R	R	R	.	S	S	S	S	.	.	.	.
Escherichia	2011	8/12/11	CM2011-0792 E coli Box 7 Tube 31	CM2011-0792	E. coli Box 07 Tube 31	E260	Typical	268578	Equine	systemic or large cavities	Peritoneal fluid.	S	.	.	S	S	S	R	S	S	.	S	.
Escherichia	2011	13/12/11	CM2011-0804 E coli Box 7 Tube 32	CM2011-0804	E. coli Box 07 Tube 32	E261	Typical	276900	Equine	reproductive	Swab from infected sinus tract post castration	R	.	.	S	S	S	R	R	S	.	R	.
Escherichia	2011	14/12/11	CM2011-0809 E coli Box 7 Tube 33	CM2011-0809	E. coli Box 07 Tube 33	E262	Typical	275430	Canine	ear	Swab from bulla	R	R	S	.	S	R	S	S	.	.	.	.
Escherichia	2011	19/12/11	CM2011-0819 E coli Box 7 Tube 34	CM2011-0819	E. coli Box 07 Tube 34	E263	Typical	222758	Canine	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2011	19/12/11	CM2011-0821 E coli Box 7 Tube 35	CM2011-0821	E. coli Box 07 Tube 35	E264	Typical	277034	Ovine	systemic or large cavities	"Bile and Small intestine from 2 lambs pooled for each site

Lung from lamb 2"	S	.	.	S	S	S	S	S	S	.	.	.
Escherichia	2012	9/1/12	CM2012-0003 E coli Box 7 Tube 36	CM2012-0003	E. coli Box 07 Tube 36	E265	Typical	277406	Equine	skin and subcutis	Swab from incisional infectrion	R	.	.	S	R	R	R	R	R	.	R	.
Escherichia	2012	11/1/12	CM2012-0015 E coli Box 7 Tube 37	CM2012-0015	E. coli Box 07 Tube 37	E266	Typical	227872	Canine	urinary	Prostatic Wash	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2012	12/1/12	CM2012-0016 E coli Box 7 Tube 38	CM2012-0016	E. coli Box 07 Tube 38	E267	Typical	226969	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2012	23/1/12	CM2012-0047 E coli Box 7 Tube 41	CM2012-0047	E. coli Box 07 Tube 41	E268	Typical	w67-12	Equine	systemic or large cavities	Lung and stomach conntents from foal	.	.	.	.	.	.	.	.	.	.	.	.
Escherichia	2012	7/2/12	CM2012-0080 E coli Box 7 Tube 44	CM2012-0080	E. coli Box 07 Tube 44	E269	Typical	278168	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2012	8/2/12	CM2012-0087 E coli Box 7 Tube 45	CM2012-0087	E. coli Box 07 Tube 45	E270	Typical	71109	Canine	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2012	15/2/12	CM2012-0105 E coli Box 7 Tube 46	CM2012-0105	E. coli Box 07 Tube 46	E271	Typical	278318	Equine	musculo-skeletal	Bone and tendon	S	.	.	S	S	S	S	S	S	.	S	.
Escherichia	2012	15/2/12	CM2012-0110 E coli Box 7 Tube 47	CM2012-0110	E. coli Box 07 Tube 47	E272	Typical	278316	Canine	urinary	Urine	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2012	22/2/12	CM2012-0125 E coli Box 7 Tube 49	CM2012-0125	E. coli Box 07 Tube 49	E273	Typical	126768	Feline	urinary	Cystocentesis.	R	R	S	.	S	R	S	S	.	.	.	.
Escherichia	2012	6/3/12	CM2012-0161 E coli Box 7 Tube 54	CM2012-0161	E. coli Box 07 Tube 54	E274	Typical	90843	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2012	12/3/12	CM2012-0177 E coli Box 7 Tube 56	CM2012-0177	E. coli Box 07 Tube 56	E275	Typical	278925	Canine	systemic or large cavities	Urine and abdominal fluid.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2012	12/3/12	CM2012-0178 E coli Box 7 Tube 57	CM2012-0178	E. coli Box 07 Tube 57	E276	Typical	278925	Canine	systemic or large cavities	Peritoneal fluid (Swab and aspirated fluid) and Liver biopsy. Pleural fluid for gram stain and culture if req.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2012	16/3/12	CM2012-0187 E coli Box 7 Tube 58	CM2012-0187	E. coli Box 07 Tube 58	E277	Typical	278932	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2012	23/3/12	CM2012-0219 E coli Box 7 Tube 61	CM2012-0219	E. coli Box 07 Tube 61	E278	Typical	78584	Canine	urinary	Cystocentesis.	R	R	S	.	S	S	R	S	.	.	.	.
Escherichia	2012	23/3/12	CM2012-0222 E coli Box 7 Tube 62	CM2012-0222	E. coli Box 07 Tube 62	E279	Typical	279193	Canine	skin and subcutis	Abscess on jaw - pus	R	R	S	.	S	S	R	R	.	.	.	.
Escherichia	2012	27/3/12	CM2012-0223 E coli Box 7 Tube 63	CM2012-0223	E. coli Box 07 Tube 63	E280	Typical	278336	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2012	27/3/12	CM2012-0227 E coli Box 7 Tube 64	CM2012-0227	E. coli Box 07 Tube 64	E281	Typical	279302	Equine	musculo-skeletal	Bone/Tissue	S	.	.	S	R	R	R	R	S	.	S	.
Escherichia	2012	5/4/12	CM2012-0244 E coli Box 7 Tube 66	CM2012-0244	E. coli Box 07 Tube 66	E282	Typical	279528	Canine	respiratory	"Tracheal wash x 2. Wash 1 clear, wash 2 blood tainted."	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2012	13/4/12	CM2012-0262 E coli Box 7 Tube 68	CM2012-0262	E. coli Box 07 Tube 68	E283	Contaminated ?	279647	Equine	skin and subcutis	Swab from incisional infection.	S	.	.	S	S	S	R	R	S	.	S	.
Escherichia	2012	19/4/12	CM2012-0276 E coli Box 7 Tube 69	CM2012-0276	E. coli Box 07 Tube 69	E284	Typical	261359	Canine	urinary	Free catch urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2012	20/4/12	CM2012-0281 E coli Box 7 Tube 70	CM2012-0281	E. coli Box 07 Tube 70	E285	Non Lactose Fermenter	240404	Canine	digestive	Faeces and gel swab of faeces	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2012	23/4/12	CM2012-0286 E coli Box 7 Tube 71	CM2012-0286	E. coli Box 07 Tube 71	E286	Typical	256813	Canine	urinary	Urine	R	R	S	.	S	S	R	R	.	.	.	.
Escherichia	2012	18/5/12	CM2012-0347 E coli Box 7 Tube 74	CM2012-0347	E. coli Box 07 Tube 74	E287	Typical	280330	Canine	respiratory	BAL	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2012	2/7/12	CM2012-0389 E coli Box 7 Tube 79	CM2012-0389	E. coli Box 07 Tube 79	E288	Typical	98962	Feline	urinary	Cystocentesis	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2012	16/7/12	CM2012-0416 E coli Box 7 Tube 80	CM2012-0416	E. coli Box 07 Tube 80	E289	Typical	260741	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2012	18/7/12	CM2012-0420 E coli Box 7 Tube 81	CM2012-0420	E. coli Box 07 Tube 81	E290	Typical	281485	Equine	systemic or large cavities	Peritoneal fluid.	S	.	.	S	S	R	R	R	S	.	S	.
Escherichia	2012	23/7/12	CM2012-0434 E coli Box 8 Tube 1	CM2012-0434	E. coli Box 08 Tube 1	E291	Typical	273762	Canine	respiratory	BAL	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2012	27/7/12	CM2012-0444 E coli Box 8 Tube 2	CM2012-0444	E. coli Box 08 Tube 2	E292	Mucoid	245265	Canine	systemic or large cavities	Liver and Peritoneal swab.	R	R	S	.	S	R	S	S	.	.	.	.
Escherichia	2012	27/7/12	CM2012-0445 E coli Box 8 Tube 3	CM2012-0445	E. coli Box 08 Tube 3	E293	Typical	281535	Canine	ear	Swab from L tympanic bulla	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2012	27/7/12	CM2012-0445 E coli Box 8 Tube 4	CM2012-0445	E. coli Box 08 Tube 4	E294	Typical	281535	Canine	ear	Swab from L tympanic bulla	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2012	1/8/12	CM2012-0449 E coli Box 8 Tube 5	CM2012-0449	E. coli Box 08 Tube 5	E295	Non Lactose Fermenter	281723	Canine	respiratory	Lung tissue	R	S	S	.	S	R	R	R	.	.	.	.
Escherichia	2012	2/8/12	CM2012-0455 E coli Box 8 Tube 6	CM2012-0455	E. coli Box 08 Tube 6	E296	Typical	281714	Canine	urinary	Catheter urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2012	6/8/12	CM2012-0462 E coli Box 8 Tube 7	CM2012-0462	E. coli Box 08 Tube 7	E297	Typical	13079	Canine	musculo-skeletal	Catheter urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2012	6/8/12	CM2012-0467 E coli Box 8 Tube 8	CM2012-0467	E. coli Box 08 Tube 8	E298	Typical	222758	Canine	urinary	"Prostatic Wash x 2 Pooled, 5mL spun."	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2012	15/8/12	CM2012-0494 E coli Box 8 Tube 12	CM2012-0494	E. coli Box 08 Tube 12	E299	Typical	281926	Canine	digestive	Faeces	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2012	17/8/12	CM2012-0497 E coli Box 8 Tube 13	CM2012-0497	E. coli Box 08 Tube 13	E300	Typical	256674	Canine	skin and subcutis	Subcutaneous fluid	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2012	17/8/12	CM2012-0497 E coli Box 8 Tube 14	CM2012-0497	E. coli Box 08 Tube 14	E301	Typical	256674	Canine	skin and subcutis	Subcutaneous fluid	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2012	5/9/12	CM2012-0531 E coli Box 8 Tube 15	CM2012-0531	E. coli Box 08 Tube 15	E302	Typical	282389	Canine	digestive	Bile	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2012	5/9/12	CM2012-0531 E coli Box 8 Tube 16	CM2012-0531	E. coli Box 08 Tube 16	E303	Mucoid	282389	Canine	digestive	Bile	R	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2012	6/9/12	CM2012-0532 E coli Box 8 Tube 17	CM2012-0532	E. coli Box 08 Tube 17	E304	Typical	260363	Canine	urinary	Free catch urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2012	10/9/12	CM2012-0539 E coli Box 8 Tube 18	CM2012-0539	E. coli Box 08 Tube 18	E305	Typical	274798	Feline	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2012	18/9/12	CM2012-0546 E coli Box 8 Tube 19	CM2012-0546	E. coli Box 08 Tube 19	E306	Non Lactose Fermenter	203410	Canine	respiratory	ET tube swab and BAL	R	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2012	18/9/12	CM2012-0546 E coli Box 8 Tube 20	CM2012-0546	E. coli Box 08 Tube 20	E307	Typical	203410	Canine	respiratory	ET tube swab and BAL	S	S	S	.	S	R	R	R	.	.	.	.
